"Status","Address","ML_Number","Address - City","Listing Date","DOM","Address - ZIP","Listing Price","Orig List Price","Bedrooms","Bathrooms","Square Footage","Year Built","Price_Per_Square_Foot","Lot Size - Sq Ft","Marketing Remarks","IDX","Publish to Internet","Listing Agent Name","Listing Agent Phone 1","Agent Email Address","Listing Office Name","Association","Street Full Address","Address - Street Number","Address - Street Name","Address - Street Suffix","Address - State","Area","District","Selling_Price_Per_Sqft","SP%LP","Status Date","Type","Construction","Zoning"
"A","546 Monterey Blvd, San Francisco, CA 94127","506123","San Francisco","09/16/20","34","94127","998000.00","998000.00","3","2","1571","1908","635.26","2500","Rare opportunity to create the home of your dreams in this large three-bedroom, two-bath fixer project in the Sunnyside neighborhood! The living room features updated flooring,and window overlooking Monterey Blvd.. The formal dining room is adjacent to the kitchen which offers many possibilities to modernize and upgrade this great space. A cozy bedroom & full bath complete this level. The upper level features two bedrooms w/bonus area and full bath. The garage level offers interior access, and a bonus space with a kitchen and bath. The backyard features a blank slate to create your own private secret garden. Conveniently located close to 101/280, City College, Whole Foods, Safeway, BART, MUNI and Glen Park Village restaurants & shopping. A not to be missed opportunity!","Y","1","Lauren M O'Brien","415-613-0670","lauren@laurenmobrien.com","Corcoran Global Living","MLS","546 Monterey Blvd, San Francisco, CA 94127","546","Monterey","Blvd","CA","4150","4","","","09/17/20","FIXR","",""
"A","2645 San Jose Ave, San Francisco, CA 94112","506021","San Francisco","09/17/20","34","94112","1198000.00","1198000.00","3","2","2337","1923","512.62","2500","The perfect blend of style, size, and location! Spacious 2337 SF home offering 3 bedrooms/2 bathrooms plus office or potential 4th bedroom and large additional bonus room. Completely remodeled with open floorplan, modern architecture and designer style throughout. Fabulous kitchen/great room with granite counters, stainless steel appliances, large centralisland and wiring for audio/video. Spectacular east-facing views of rolling San Francisco hills. Backyard with extensive two-tiered decking system with Redwood and Ipe wood. Solar power, hardwood flooring, recessed lighting, and an abundance of natural light throughout. Oversized (433 SF) 2 car attached garage and separate storage area (169 SF). Superb location near BART, freeway access, shopping and restaurants, parks and city college. A must see!","Y","1","Mike Bohnert","650-504-2378","mike@mikebohnert.com","Compass","MLSL","2645 San Jose Ave, San Francisco, CA 94112","2645","San Jose","Ave","CA","3090","3","","","09/17/20","3STR","WDFR",""
"A","948 W California Ave, Mill Valley, CA 94941","506304","Mill Valley","08/18/20","19","94941","2795000.00","2975000.00","5","4.50","3547","1986","787.99","9450","VIEWS! Exquisite Contemporary Home w/180+ degree Breathtaking Views of Tam Valley, GG Rec Area, Richardson's Bay, Tiburon, East Bay & Mt. Diablo from All Main Rooms. Custom Built, this Dramatic Home offers exceptional quality throughout.  The Entry Foyer leads to a Large Living Room w/Vaulted Ceilings & Walls of Glass! A Large Deck is adjacent to the Living Room & spans the width of the house. Completing the Main Level is a Large Remodeled Kitchen, Formal Dining Area, Lounge/Office, Separate Family Room w/Fireplace & Powder Room.  Upstairs includes a Gracious Primary Suite, 2 Additional Bedrooms & Solarium/Yoga Room. The Primary Suite opens to a Large Rear Deck.  Downstairs are 2 Large Bedrooms (one is En-Suite with Separate Exterior Entry), 2 Bathrooms, a Large Laundry Room & Garage Access. Excellent Outdoor Space includes Expansive Redwood Decks in the Front and Rear of the House, Flat Lawn Area w/Beautiful Terraced Landscaping & space for a Vegetable Garden! Easy Commute to SF!","Y","1","Alan Morcos","415-505-7779","alan@alanmorcos.com","Compass","MLS","948 W California Ave, Mill Valley, CA 94941","948","California","Ave","CA","14050","14","","","10/02/20","3STR","WDFR",""
"A","98 Karen Ct, San Francisco, CA 94134","506100","San Francisco","09/17/20","34","94134","1250000.00","1295000.00","3","2","1768","1975","707.01","2650","3 Bed/2 Bath home in SF's Portola District.  Gorgeous views, modern interior, & unbeatable proximity to all things SF. 1,768 sq. ft. of airy living space, including deck w/ unobstructed views of SF stretching to Downtown & Bay Bridge.  Marble tile foyer. Kitchen includes plethora of wood cabinetry, SS appliances, granite countertops, kitchen island/breakfast bar, & attached dining room.  Living room is modern & sunny, w/homey brick fireplace.  Double pane wall-to-wall windows in living & kitchen area w/breathtaking views day & night.  Two bedrooms upstairs w/shared bathroom & floor-to-ceiling custom wall closets.  Third & largest bedroom conveniently located on its own lower level.  Attached bath, floor-to-ceiling wall closet, & door leading to outdoor deck w/ sweeping SF views included in this bedroom suite.  Two car garage.  Unbeatable neighborhood, w/ quick access to shops & restaurants of San Bruno Avenue, John McLaren Park & San Bruno State Park.  Downtown SF just a 15-minute driv","Y","1","Courtney A Cohan","415-364-8030","courtney@courtneycohan.com","Compass","MLS","98 Karen Ct, San Francisco, CA 94134","98","Karen","Ct","CA","10060","10","","","09/17/20","FULL","WDFR","RH1"
"A","255 Ashton Ave, San Francisco, CA 94112","506276","San Francisco","09/17/20","34","94112","2749000.00","2749000.00","5","5","3891","1922","706.50","5749","Take your SF Living to the next level with this exquisitely reimagined home.  Spanning 3 levels, this one of a kind home features modern styling with the latest in smart home comfort. The main level features a gorgeous chef's kitchen with professional Thermador stainless steel appliances anchored by a grand center island basking under  romantic pendant lights.  The open level outdoor space surrounds the home and plenty of room to entertain. 2 bedrooms and a fully modern bathroom complete the main level. Separate living quarters at the upper level features a master suite with a sizable bathroom and soaking tub cast under the rays of the sunsets. Completing the upper level are two en-suite bathrooms, offering a myriad of living options.  If you are looking for more space in and out, this is it.  Great location with access to 280, Ocean Ave, 19th Avenue and more.","Y","1","Michael B Soon","415-867-7869","michael@michaelsoon.com","Compass","MLS","255 Ashton Ave, San Francisco, CA 94112","255","Ashton","Ave","CA","4050","4","","","09/17/20","DETC","WDFR","RH1D"
"A","19791 Echo Blue Dr, Penn Valley, CA 95946","506318","Penn Valley","09/17/20","34","95946","459000.00","459000.00","4","3","2370","1985","193.67","15246","Exceptional lakeviews and lives like two homes! includes SECOND GARAGE/SHOP with separate driveways. The main floor has 3 bedroom 2 bath with single story entry, great room floor plan, very spacious kitchen, large living room made cozy with the gas fireplace and overlooking the views of Lake Wildwood. The second driveway has PLENTY of additional parking for toys or additional vehicles. The downstairs living space would make a great guest quarters with bed, bath and separate access! You can see the expansive lake view from nearly every room! Decks are well maintained. Roof is in good condition too! Sellers have taken GREAT care of this home! All this and just 60 miles NE of Sacramento International Airport. Lake Wildwood is a 24 hour gated community with 325+ ac recreational lake, 5 parks and beaches, 19 hole championship golf course, association lap pool, lighted tennis courts, Bacci Ball, Pickle Ball, walking trails and much more!","Y","0","Edith K Heaney","530-913-0150","emiller@interonc.com","Intero Real Estate","SACM","19791 Echo Blue Dr, Penn Valley, CA 95946","19791","Echo Blue","Dr","CA","45010","45","","","09/17/20","DETC,2STR","WDFR","OTHR"
"A","50 Monterey Blvd, San Francisco, CA 94131","506316","San Francisco","07/31/20","34","94131","979000.00","1049000.00","2","1","1090","1910","898.17","1589","Make this your home on Monterey! Welcome to this Sunnyside updated masterpiece with elevated living on a single level! As you enter the home you can sense the San Francisco luxury from the spacious living room with a bay window overlooking the neighborhood, centrally located formal dining room and ceiling, flooring and wall intricate molding details throughout! Take a breath of fresh air in your bright and clean kitchen with copious amounts of counter space just begging to be used or relax after a long day in the spa-like newly updated bathroom. Master bedroom with private views, separate easy-to-access laundry area, freshly painted, and low maintenance fenced back yardI swear it's not too good to be true! Located moments away from BART, Hwy 280 and all that Glen Park Village has to offer, you won't want to miss this one!","Y","0","Alex Lehr","650-766-5300","alex@lehrrealestate.com","Lehr Real Estate","MLSL","50 Monterey Blvd, San Francisco, CA 94131","50","Monterey","Blvd","CA","5010","5","","","09/17/20","DETC,2STR","WDFR",""
"A","1328 W York St, San Francisco, CA 94110","506130","San Francisco","09/17/20","34","94110","1399000.00","1399000.00","3","1","1200","1918","1165.83","2596","Beautiful Victorian House in great quiet area in Mission District! You will fall in love with this lovely property in the heart of it all! Highlights include, new hardwood floors, Upgrade bathroom, dining area, elevated ceilings very beautiful decorative fireplace, chandeliers. Enjoy entertaining, family time or just relaxing in the nice size back yard with plenty of room to garden. You will love this spacious home! Very nice quiet neighborhood! Six to five Blocks to Mission, and close to freeways. Easy short walk to restaurants, shops and transportation! It's a must see! . Fresh paint inside and outside. new Upgrades. Please fallow the protocols of COVID 19","N","0","Griselda Soto","925-922-3279","griselrealty@gmail.com","Alliance Bay Realty","BERD","1328 W York St, San Francisco, CA 94110","1328","York","St","CA","9020","9","","","09/17/20","1STR","",""
"A","274 Arch St, San Francisco, CA 94132","505118","San Francisco","09/01/20","34","94132","1268000.00","1268000.00","3","2","1292","1940","981.42","2500","Stunning remodeled light-filled view home on a magnificent block! This classic tunnel entry home has been thoughtfully updated. The main floor encompasses the living room, dining room, kitchen, two bedrooms, & a full bathroom, with natural light via skylights from both east/west exposures. Large picture windows provide views of the Southern hills, partial views of the Pacific Ocean, and Olympic Club. Original dining room has been opened to create a seamless & modern flow from kitchen to living room. Luxurious state-of-the-art gourmet kitchen showcases steel Bosch appliances, caesarstone counters, marble backsplash, & a pull-out pantry.     A generous ground level master suite features a sitting room/office, full bath, & large bedroom which opens to the yard. Enclosed yard w/ mature plantings & inset lights is the perfect setting for indoor/outdoor entertaining. Includes laundry, storage & 1 car garage parking.","Y","1","Brian Tran","415-999-8700","agentbriantran@gmail.com","Compass SF","MLS","274 Arch St, San Francisco, CA 94132","274","Arch","St","CA","3070","3","","","09/17/20","2STR","",""
"A","2921 Ralston Way, Hayward, CA 94541-3354","506372","Hayward","09/13/20","38","94541","920000.00","940000.00","3","2.50","1913","1983","480.92","6186","3br 2.5ba tri-level home with a great view, in Fairview neighborhood of Hayward. House has a perego floors,living room with fireplace, eat-in-kitchen with tiled counter top and spacious wood cabinet. Living room and dining area has an open floor plan. Good size bedrooms and a master bedroom with master bath.  Lower level is a family room.  2 car garage with a long driveway.    This house has been in the family for almost 35 years.      Walk to school and park.","Y","1","Robert J Altman","415-585-2233","luckyaltman@aol.com","Real Estate Unlimited","MLS","2921 Ralston Way, Hayward, CA 94541-3354","2921","Ralston Way","","CA","19060","19","","","09/13/20","3STR","",""
"A","350 Bradford St, San Francisco, CA 94110","506200","San Francisco","09/18/20","33","94110","1395000.00","1295000.00","3","2.50","1374","2010","1015.28","1751","Gorgeous contemporary home with 3 BR's, 2.5 BA's + 2 car garage PKG and storage on sunny Bernal Heights' eastern slope. Newly built in 2010, this L.E.E.D Certified Platinum three level home features an open plan living/dining room with gas fireplace and floor to ceiling windows. Gourmet chef's kitchen next to dining area includes caeserstone countertops, stainless appliances, custom cabinets and access to an oversize deck and terraced landscaped garden perfect for indoor/outdoor entertaining. Imagine having morning coffee, evening drinks and daily meals. Bedrooms, full baths and laundry all located on upper floor.  Additional features incl: solar heating, instant hot water heater, newly refinished bamboo floors, new carpeting and newly painted interior. Located near Alemany Farmer's Market and close to Cortland Street's many shops, cafes and restaurants via a convenient path nearby. Minutes to parks, public transportation, highways 280/101 and company tech shuttles.","Y","1","Deborah L Nguyen","415-812-7462","dnwin99@gmail.com","Compass","MLS","350 Bradford St, San Francisco, CA 94110","350","Bradford","St","CA","9010","9","","","09/18/20","3STR","WDFR",""
"A","1020 Munich St, San Francisco, CA 94112","506399","San Francisco","09/18/20","33","94112","1150000.00","1150000.00","4","2","1550","1923","741.94","2352","This charming well maintained home with Plenty of Natural Sun light located in the desirable Crocker Amazon District. Home consists of 3 bedrooms, 2 bathrooms on Main level. Freshly Painted. Lower level consists of 1 Master bedroom, 2 bonus/study rooms, total 2 baths & a large family room.  Beautiful floor plan. Living room, kitchen & dining area flows right into the backyard patio deck. Remolded kitchen with brand new appliances (stove & exhaust hood), door and windows provide natural light. Sky lights. Recessed lighting. Enjoy the spacious backyard for entertaining or potential expansion. Offering excellent owner occupied, yet can be an additional income potential. Completing the lower level, there is a separate Entry, laundry room equipped with side-by-side washer/dryer and wash basin.  Short distance to Public Transpositions, Just a short stroll away to Play Ground Park where recreational opportunities abound & shops. House is located on a wide and quiet friendly street.","N","1","Henry Chan","650-303-2862","go2henrychan9@gmail.com","MAXREAL","BERD","1020 Munich St, San Francisco, CA 94112","1020","Munich","St","CA","10020","10","","","09/18/20","ATAC,2STR","WDFR","RH1"
"A","2954 23rd St, San Francisco, CA 94114","506420","San Francisco","09/08/20","33","94114","1629000.00","1629000.00","3","2","2345","1924","694.67","1962","An Inner Mission Gem! This spacious and light-filled home offers impeccable value at $695 per sqft. A classic home with great bones and living space of 2345 sqft that can be customized to your liking. The main level of the home offers a living room with a fireplace, 2 bedrooms, 1 bathroom, a formal dining room and a large kitchen with breakfast nook. The lower level features a 3rd bedroom, 2nd bathroom, office and an expansive open living space leading to a private backyard. The garage has interior access to the home.    Transform this hidden gem into a beautiful modern, open floor plan home perfect for entertaining and relaxation. Complete the makeover using plans prepared by award winning architect, Mark English Architects, or add your personal touch over time.    Don't miss this incredibly well priced single family home opportunity. It's yours to transform into a spectacular home!","Y","1","Feroza Unvala","415-806-4910","feroza.unvala@compass.com","Compass SF","MLS","2954 23rd St, San Francisco, CA 94114","2954","23rd","St","CA","9020","9","","","09/18/20","","WDFR",""
"A","518 Palm Ave, South San Francisco, CA 94080-2658","506422","South San Francisco","08/04/20","33","94080","1099518.00","1099518.00","4","4","1980","1928","555.31","4500","Close to the city, but away from the hustle and bustle. Charming home in South San Francisco below Sign Hill. Walk into a bright spacious living room with a fireplace and hardwood floors. Open kitchen with granite counters and tile floors. Master suite with new paint and carpet. The hallway off the living room leads to the 2nd bathroom and newly painted bedroom with new carpet. Downstairs, next to the garage, is a bedroom with bath. Also, a potential bonus in-law with a bedroom, bathroom, kitchen, and living room. Clean low-maintenance backyard with a deck perfect for entertaining. Great property for multi-generational living. Some deferred maintenance. Close proximity to shopping centers, freeway and BART. A must see!","N","1","Rommel Bagay","925-899-6457","rommel@rommeltherealtor.com","Windermere Diablo Realty","CCRD","518 Palm Ave, South San Francisco, CA 94080-2658","518","Palm","Ave","CA","12030","12","","","09/18/20","1STR","","OTHR"
"A","725 Treat Ave, San Francisco, CA 94110","506181","San Francisco","09/16/20","23","94110","2295000.00","2295000.00","5","3","3325","1900","690.23","3049","San Francisco dream home opportunity! This Mission Victorian features 5 bedrooms and 3 bathrooms across 3 stories. Large living areas, high ceilings, original fireplaces, and original details offer an opportunity for a classic SF masterpiece. Lower level kitchenette allows owner to live in one level while the others are being updated, if desired. Enclosed front patio and large landing area in front. Deck and full-sized backyard with hot tub included.","Y","1","Michael Conrad","415-244-1459","michael.citiland@gmail.com","Citiland Investment Corp.","MLS","725 Treat Ave, San Francisco, CA 94110","725","Treat","Ave","CA","9020","9","","","09/28/20","","",""
"A","3130 Divisadero St, San Francisco, CA 94123","506445","San Francisco","09/18/20","15","94123","3375000.00","3375000.00","4","2","2597","1900","1299.58","2870","3130 Divisadero Street is an exclusive listing of John Kirkpatrick, Compass. Cow Hollow residence located in the heart of a vibrant neighborhood near Pacific Heights and The Marina, providing walking access to amazing shops and restaurants as well as endless recreation opportunities in the Presidio and at Crissy Field. Four generous bedrooms, two bathrooms and parking for up to three cars. Ideal home where everyone can have private space for working, distance learning or serenely relaxing. Expansive, light light-filled, bay windows, solid oak hardwood floors, wood-burning fireplace, crown moldings and high ceilings. Newly updated kitchen with large cabinets and upscale appliances. Downstairs features a family or media room, private office and 300-bottle climate controlled wine cellar. Enjoy the tranquility of superb outdoor living spaces across three decks on three separate levels and level back yard plus garden with pergola and patio. Superior shelter in place, dream home.","Y","1","John M Kirkpatrick","415-412-0559","john@johnkirkpatrick.com","Compass","MLS","3130 Divisadero St, San Francisco, CA 94123","3130","Divisadero","St","CA","7040","7","","","10/06/20","2STR","",""
"A","256 Fowler Ave, San Francisco, CA 94127","506460","San Francisco","09/01/20","33","94127","1998000.00","1998000.00","3","3","1892","1932","1056.03","3053","This gorgeous 1930's Spanish Med exudes sophistication and flow and has an incredibly flexible floor plan to fit any buyer's desire. The residence boasts a grand exterior and arched doorways welcome you with soaring ceilings, rich wood floors, and a masterful mix of beautiful detailing and modern flair. The well appointed eat-in kitchen opens to generous formal living and dining rooms. Two large bedrooms, one en-suite, overlook the zen garden and a second full bath completes this level. The lower level features a posh entertaining level, originally the third bedroom - bath has double sinks, walk in shower and closet. It flows to the yard and features great light and outlooks. This level has an additional entrance, access to the garage and laundry. Stunning yard with mature trees and serene landscaping. This home is an entertainer's dream and the ultimate oasis. Bonus - Central Air! Moments to shops, restaurants and transit in Glen Park & West Portal FWY and BART. Expansion potential.","Y","1","Rachel Swann","415-225-7743","Rachel.Swann@Compass.com","Compass","MLS","256 Fowler Ave, San Francisco, CA 94127","256","Fowler","Ave","CA","4080","4","","","09/18/20","DETC,2STR","WDFR","RH1D"
"A","3878 Jackson St, San Francisco, CA 94118","504231","San Francisco","08/20/20","33","94118","8495000.00","8495000.00","4","3.50","4609","1906","1843.13","2548","Over $1million in upgrades since purchase, this exquisitely designed, sophisticated and remodeled home is ready for sale. Backing up to the Presidio Wall this 4B/3.5BA home (5th bedroom has been redesigned as a state-of-the-art wine cellar) features large rooms, high ceilings, and an abundance of light.  Main floor entry is highlighted by circular staircase and beautiful skylight.  Stately LR with fireplace and curved bay windows.  FDR boasts oversized windows looking out to lush greenery.  Gourmet kitchen with island and informal eating alcove.  Upstairs features primary suite with sun deck plus two additional bedrooms and hall bath. A large family room, with private patio and fire pit, guest bedroom, full bath, wine cellar and laundry room are found on this level.  A beautifully designed and landscaped terrace runs along the western side of the home and can be delineated for seating, dining, barbecuing or a children's play area.  There is two car tandem parking with interior access.","Y","1","Ronni Garfield","415-351-4610","rgarfield@mcguire.com","Sotheby's International Realty","MLS","3878 Jackson St, San Francisco, CA 94118","3878","Jackson","St","CA","7030","7","","","09/18/20","SMAT,4STR","",""
"A","2715 Scott St, San Francisco, CA 94123","506310","San Francisco","08/31/20","28","94123","10998000.00","10998000.00","5","4.50","","1912","0.00","4673","Located on an exclusive block in the heart of Pacific Heights, this grand-scale view mansion features phenomenal historical architectural detailing, an excellent floor plan and offers fantastic views of the Golden Gate Bridge, San Francisco Bay, Alcatraz Island, Coit Tower, Transamerica Pyramid, Marin Headlands, and the City from many of the rooms. The flowing floorplan, wonderful natural light and soaring 12' ceilings on the main level work wonderfully for casual everyday living as well as for the most elegant of occasions and large-scale events. The bright and airy eat-in kitchen steps right out to the huge South Terrace with steps down to the yard, as does the main living room, creating a fabulous indoor/ outdoor lifestyle. Spectacularly detailed and perfectly proportioned, the public rooms also enjoy lovely outlooks to the lushly verdant garden and the surrounding stately mansions reflecting the City's rich heritage.","Y","1","Joel Goodrich","415-308-8184","Joel@JoelGoodrich.com","Coldwell Banker Realty","MLS","2715 Scott St, San Francisco, CA 94123","2715","Scott","St","CA","7020","7","","","09/23/20","","",""
"A","381 Dennis Dr, Daly City, CA 94015","506473","Daly City","09/18/20","33","94015","1388000.00","1588000.00","6","4","2645","1967","524.76","3300","Rare opportunity to own an impeccably maintained extended 6 BR, 4 BA home in Serramonte, a highly desirable neighborhood. This delightful property features an excellent layout, plenty of wonderful upgrades: dual-pane windows, wooden floors, newer paints inside & out, & more. The main level an elegant living room with a wood burning fireplace, dining area, remodeled kitchen with granite counter tops & stainless steel appliances, 4 BR, & 2 BA. The downstairs is a residence of its own featuring a legal remodeled 1 BR in-law unit with a separate entrance. In addition to that there is 1BR, 1BA, 1 play & 1 family rooms on the 1st level. The functionality of this home is very versatile great for an expanding family or someone who would like to benefit from the supplemental income from renting a portion of the home. 2 car garages with plenty of storage & private backyard with shed. The location is close to shopping, dining, BART, hwy 280, 35, SF & SFO. Beautiful house is a rare gem, must see!","Y","1","Vadym Sagadin","415-377-0338","vadyms@yahoo.com","Elite Realty Group, Inc.","MLS","381 Dennis Dr, Daly City, CA 94015","381","Dennis","Dr","CA","11020","11","","","09/18/20","FULL,DETC,2STR","WDFR",""
"A","1510 Newcomb Ave, San Francisco, CA 94124","506489","San Francisco","09/18/20","33","94124","1294000.00","1299000.00","5","2","1908","1907","678.20","2500","Beautifully Remodeled, outside Colors now match colors of the BAYVIEW OPERA HOUSE 1 Block Away (on 4705 3rd St). UPPER LEVEL: Complete Remodel with permits. 3 Bed, 1 Bath, 1 Living Room/Dining combo, 1 Extra Room (Storage or Office), Laundry Area, Additional Storage Room-Patio area. Upper Level was taken down to the Studs (Interior walls were ripped out). New Everything: New Walls (New Insulation), New Hardwood Floors, New Plumbing, New Electrical, New Heating, New Bathrooms, New Kitchen, New Windows, New Doors, New Appliances, New Roof, New Stairs to Backyard, New Skylight, etc. LOWER LEVEL: Updated. 2 Bed, 1 Bath, Kitchen. -/- APPROVED PLANS: By SF Planning Department for: (A) NEW ADU (New Accessory Dwelling Unit) on Lower Level.  (B) Expand Property to the Back (Upper Level & Lower Level). APPROVED PLANS will update Sqft to 2331 Sqft -/-  FUTURE EXPANSION: There is also a design for to a 3rd Level with view of the City and Bay Bridge. FUTURE EXPANSION will update Sqft to 3249 Sqft.","N","1","David Hidalgo","415-940-4644","david@hidalgofoster.com","Century 21 MM","BERD","1510 Newcomb Ave, San Francisco, CA 94124","1510","Newcomb","Ave","CA","10010","10","","","09/18/20","2STR","WDFR",""
"A","1627 Macarthur Blvd, Oakland, CA 94602","506487","Oakland","09/18/20","26","94602","1038000.00","1038000.00","5","3","2058","1924","504.37","5368","Gorgeously Redesigned, 1627 MacArthur, is an Exceptional Modern Custom Home. With 5bd/3ba at 2,058 sqft this stylish home offers beautiful landscaping, luxury design elements, excellent interior layout, sleek fireplace, skylights and fine craftsmanship. Wide-open living and dining spaces for gathering and entertaining. The sunlit kitchen is enhanced by white quartz countertops, backsplash gleam under its white cabinets and stainless steel appliances. Enjoy the comforts of working from home with a Zoom room. A generous primary en-suite with a luxe bath has sliding doors to the walkout deck, where you can create your own oasis. You can't miss the fruit trees; take your pick and enjoy! Other highlights include thoroughly networked CAT6, security system with video camera, laundry room, one car garage and more. Situated in sweet Glenview neighborhood in lower Oakland Hills. Great Vibe. Modern Living. This stunning home is a must-see!","Y","1","Kelly Yao","415-999-9388","kelly.yao@cbnorcal.com","Coldwell Banker Realty","MLS","1627 Macarthur Blvd, Oakland, CA 94602","1627","Macarthur","Blvd","CA","19100","19","","","09/25/20","DETC,1STR","WDFR",""
"A","3007 19th Ave, San Francisco, CA 94132","506142","San Francisco","09/18/20","33","94132","1995000.00","1995000.00","6","4","3758","1941","530.87","6246","Gorgeous & Exceptional Fully Detached 3-Story Home with Ocean Views located in the Desirable Merced Manor neighborhood! Situated on oversized lot, this huge home is ready for an extended family who desires lots of space. Total 6BED/2 OFFICE/4BATH/3,758 SQFT/6,246 SQFT lot. It features high ceiling, beautiful hardwood floor, recessed lighting & plenty of natural light flow thr-out the house.  Main level features a spacious living room with W/B fireplace, formal dining room, gourmet kitchen with eat-in breakfast area, 1 bed, 1 office & 1 bath. Upper level features 3 beds, 2 baths include 1 huge luxurious master suite and 2 walking closets. Lower level offers 2 extra bedrooms, 1 office and 1 bathroom.  Front fenced garden, huge backyard & driveway for 6 cars parking. Laundry hookup ready in car tandem garage parking with access to a private street at the back. Minutes to Stern Grove, West Portal, Lowell High, Lakeshore Plaza, Stonestown Galleria, SFSU & public transportation. A Must See!","Y","1","Patrick Lam","415-710-3704","patricksold@gmail.com","Century 21 Real Estate Alliance","MLSL","3007 19th Ave, San Francisco, CA 94132","3007","19th","Ave","CA","3060","3","","","09/18/20","3STR","",""
"A","58 Partridge Ln, Daly City, CA 94014","505694","Daly City","08/28/20","32","94014","1100000.00","1100000.00","3","2","1460","1928","753.42","2500","This charming 3 BD, 2 BA home offers natural light and space aplenty. Rich hardwood floors lead to a cozy living room with bay windows, a classic fireplace, and beautiful vintage sconces. A formal dining room offers access to the hall and kitchen, while both upstairs bedrooms have closets, windows, and comfortably accommodate king beds. The kitchen is a Mediterranean retreat, warm hues of peach and deep blue taking you on vacation every day. Stepping outside French doors brings you to a vibrant deck that spans the entire length of the home and offers direct access to the second bedroom. The deck overlooks a private backyard and has views that stretch all the way to downtown SF. The backyard is part garden, part patio area sheltered by the deck above, and has a storage building with electricity. The garage has space for both parking and storage.","Y","1","Jess Williams","415-828-6164","jess@jesswilliams.com","Generation Real Estate","MLS","58 Partridge Ln, Daly City, CA 94014","58","Partridge","Ln","CA","11010","11","","","09/19/20","FULL,2STR","",""
"A","729 Congo St, San Francisco, CA 94131","505875","San Francisco","09/04/20","32","94131","3685000.00","3685000.00","4","3.50","3350","2013","1100.00","1936","The Congo Treehouse is a city oasis perched directly above Glen Canyon Park, a residence of incredible craftsmanship, built in 2013. Sophistication, design and nature layer together to create lofty perfection in a home that seamlessly blends form, flow and relaxation. The modern floor plan delivers a sexy main level boasting a high end, custom kitchen and dining and living areas that flow to the view deck. A floating powder room and roaring fireplace complete this level. Steps above you will find two luxurious bedroom levels featuring three generous bedrooms - two beds share a full bath with double sinks, while an expansive full floor suite above features a zen bath, double sinks, soaking tub, rain shower, custom walk-in, office and marvelous sun deck. The lower living level boasts further entertaining/hosting - including an optional 4th en-suite bedroom, currently used as a theatre and a spacious den w/ wet bar opens to BBQ and lounge areas. Restaurants, shops, BART just steps away!","Y","1","Rachel Swann","415-225-7743","Rachel.Swann@Compass.com","Compass","MLS","729 Congo St, San Francisco, CA 94131","729","Congo","St","CA","5010","5","","","09/19/20","","WDFR,STLF,RNFC","RH1D"
"A","2070 Beach St, San Francisco, CA 94123","505303","San Francisco","09/16/20","32","94123","3250000.00","3250000.00","4","3.50","2510","1926","1294.82","2500","2070 Beach is the Marina home of Brian Wilson's dreams. With 4 generous bedrooms, 3.5 baths, light-flooded formal and informal living and dining rooms, and a breakfast nook, this home is an amazing sanctuary for sheltering in place and also will be an entertainer's dream when cocktail parties come back! The oversized flat turf yard, hot tub, and two expansive decks provide ample outdoor space  for the days you do not want to walk the few blocks to Marina Green. Working from home and can't get to the gym? The downstairs bonus room has plenty of space for your Peloton and yoga mat. Stay fit, healthy, and happy at this Marina Paradise.","Y","1","Tyler Stewart","415-519-2434","tyler@tyler-stewart.com","Vanguard Properties","MLS","2070 Beach St, San Francisco, CA 94123","2070","Beach","St","CA","7010","7","","","09/19/20","SMAT,2STR","WDFR","RH3"
"A","643 Campbell Ave, San Francisco, CA 94134","506528","San Francisco","09/20/20","31","94134","899000.00","899000.00","3","1","1182","1953","760.58","2500","Great Visitacion home with 2 bedrooms upstairs and bonus room downstairs. Located in a quite cul-de-sac setting with easy access to freeway, banking and various amenities. Property has a great layout with large kitchen, formal dining room, living room and decent size bedrooms. Property also has a large, flat backyard with a storage shed. Don't miss this great opportunity to own this starter home in the heart of San Francisco!","N","1","Nicole Lai","510-833-8802","anastasialai828@gmail.com","Vann Invest & Realty Inc","BERD","643 Campbell Ave, San Francisco, CA 94134","643","Campbell","Ave","CA","10050","10","","","09/20/20","FULL,ATAC,2STR","WDFR","RH1"
